"","text"
"923","@kredivo @ovo_id @gopayindonesia @kredivo mantappp...."
"924","@gopayindonesia your email feedback is totally misleading. I did not receive the feedback I wish to hear from you.

The problem is not going to get solved if you are only giving us the directions on using the same method we had tried, which is NOT WORKING.

Why did we complain-"
"925","@gopayindonesia Did everything on my email already."
"926","@kredivo @ovo_id @gopayindonesia @rullyHitter"
"927","@arioadimas @gopayindonesia Gopayyy"
"928","@MyPertaminaID Yth. @MyPertaminaID seharusnya akun MyPertamina dapat langsung terhubung dengan salah satu fintech seperti @linkaja, @ovo_id, @gopayindonesia atau @danawallet sehingga penggunaannya langsung terintegrasi dengan fintech tersebut. #MyPertamina #fintech"
"929","@kredivo @ovo_id @gopayindonesia Mantab min.... Se7"
"930","@Erwand1980 @gopayindonesia Ooh? Saya kira tidak boleh memakai hp secara keseluruhan (sumber gambar dari google soalnya gak pernah moto). https://t.co/SJ8piu31YF"
"931","@Erwand1980 @gopayindonesia Halo serius nanya dong, kalau bayar pakai gopay di spbu itu tetap pakai hp yg terkoneksi internet kan ya? Sedangkan di spbu gak boleh pake hp? Apa ada counter khusus yg jauh dari tempat pengisian bbm? Makasiiiii"
"932","@kredivo @ovo_id @gopayindonesia Gua juga mikir gitu min , biar dimudahkan"
"933","@venansulis @gopayindonesia Ada dong... Cashback nya dapet no wa mba2 imut yg jagain spbu :p"
"934","@tiarautm2 @gopayindonesia Di spbu tidak boleh telepon. Bukan tidak boleh pakai hp."
"935","Bayar bbm pakai @gopayindonesia di spbu setu pademangan tangsel. Mantaab...love it https://t.co/qAJFyXGpP3"
"936","@gopayindonesia Min voucher saya ilang bsa di cek"
"937","@arioadimas @gopayindonesia How come paypal bisa 50%? Banyak uga"
"938","@arioadimas @gopayindonesia q pengguna setia gopay"
"939","@arioadimas @gopayindonesia 4 teratas"
"940","@arioadimas @gopayindonesia DANA"
"941","@Erwand1980 @gopayindonesia Ada cashback ga om? :D"
"942","@arioadimas @gopayindonesia Utk cashback yg langsung potongan harga tanpa embel embel lain? Gopay juara sih. Ovo penggunaan terlalu sulit dipahami dan penjelasan dr petugas top up agak kurang banget"
"943","@arioadimas @gopayindonesia Sekarang lebih banyak ke OVO. 

2 perusahaan ini nggak mau apa ya biar pembayaran Tol, KRL, MRT, dan TransJakarta bisa pake Gopay atau OVO"
"944","@arioadimas @gopayindonesia gopay, sempet mikir semua uang di ATM pengen pindahin ke gopay aja <U+0001F602><U+0001F605>"
"945","@arioadimas @gopayindonesia Gopay ovo~"
"946","@Erwand1980 @gopayindonesia cc @pertamina gimana ini dilarang menggunakan ponsel, tp ada opsi pembayaran onlen onlen"
"947","@syahru_19 @gopayindonesia Masalahnya saldo gopay gw masih banyak bro..<U+0001F636> #GopayLambat nih??<U+0001F914>"
"948","@gopayindonesia Gopay saya tidak bisa di pakai untuk pembayaran tolong di bantu min.."
"949","@gopayindonesia Menu di aplikasi lambat
Tlpn ke CS dari pagi gak ada penyelesaian..?
Sampai saat ini gopay saya terkunci tidak bisa di pakai."
"950","#GopayLambat ya?? Gak ada respon @gopayindonesia ??
Apa ada solusi??
#2019gantipacar lah..<U+0001F914><U+0001F602> https://t.co/UE9vhRZpVx"
"951","@arifbsm19 @gopayindonesia Tweet balasan anda..
#GopayLambat ?? Gw juga pernah tuh kayak gitu, langsung aja cari yang lain.?@!@ <U+0001F60E>"
"952","@gopayindonesia tolong dibatalkan utk penggunaan pembayaran gopay di tempat kami dan kami mau tarik kembali data2 kami"
"953","@kredivo @ovo_id @gopayindonesia Cuanya udh banyak yak branikan diri mantap abiss"
"954","Coba deh @ovo_id belajar dari marketingnya @gojekindonesia / @gopayindonesia https://t.co/SuXeYedtn2"
"955","@GOPAYlNDONESlA_ Aku sudah share no hp &amp; capture bukti transf isi gopay ke @gojekindonesia. Setelah ini aku kirim ke @gopayindonesia juga"
"956","@gojekindonesia @gopayindonesia  jarungan nya error ya di alfa stasiun depok lama?"
"957","@kredivo @ovo_id @gopayindonesia Bantuin miminnya ah
@ovo_id @gopayindonesia"
"958","Kalau Kredivo kerja sama brg @ovo_id dan @gopayindonesia, anak kosan ga perlu takut kelaperan lagi di akhir bulan. Potong limit Kredivo, top up Ovo dan Gopay, pesen GoFood atau GrabFood. Kelar deh masalah :')"
"959","Twitter please do your magic<U+0001F64F><U+0001F64F><U+0001F64F>

Kalau Kredivo kerja sama brg @ovo_id dan @gopayindonesia pasti semua bakal lebih mudah. 

(A THREAD) https://t.co/1C2Gi7aNA9"
"960","Kalau Kredivo kerja sama brg @ovo_id dan @gopayindonesia, sobat misqueen ga perlu panik lagi tiap saldo rekening kosong. Top up dgn potong limit Kredivo, bayarnya belakangan. Ya gak?"
"961","Kalau Kredivo kerja sama brg @ovo_id dan @gopayindonesia, manusia2 mager kek netizen Twitter ga perlu jauh2 top up ke Indoapril atau Betamart sebab pakai limit Kredivo segampil membalikkan telapak tangan"
"962","Dear netizen, bantuin Mimin colek admin, head of partnership, business development director, CEO @ovo_id dan @gopayindonesia buat wujudin semua ini donggg...."
"963","@kredivo @ovo_id @gopayindonesia Kereeeeenn.. mantaapp. Saya tunggu kabar baiknya.."
"964","@kredivo @ovo_id @gopayindonesia Ini yang kutunggguuuuuu!!!!! TOP OVO via Kredivo !!! Buruaannnn min <U+0001F62D><U+0001F62D>"
"965","@gopayindonesia ini gimana sih melakukan penarikan dari sabtu udah sabar nunggu sampai senin di proses eh taunya malah dibalikin lagi ke gopay."
"966","@gopayindonesia Lah ini bukan pertama kali melakukan penarikan jadi bisa dong seharusnya."
"967","@gojekindonesia @gopayindonesia saya transfer gopay ke teman. Saldo udah berkurang tp di saldo teman saya blm brtambah. Gmn ya?"
"968","@gopayindonesia @gojekindonesia Payah banget, ada kendala gini gak cepet diurus. Udah 1x24 jam gak ada tindakan. Ntar kalo 2x24 jam dibilang udah hangus gitu uangnya?"
"969","@gopayindonesia @gojekindonesia Udah di email juga gak di respon, gimana sih kok gak komunikatif banget di lempar2 gini"
"970","Hi min, aku barusan isi gopay melalui m banking tpi kok belum masuk ya saldonya? @gopayindonesia @gojekindonesia"
"971","Min ini gimana ya gopay aku dari kemarin isi via m banking gak masuk2 aja? Gak ada tindaklanjuti nih dari pihak gojeknya? @gojekindonesia @gopayindonesia"
"972","@gopayindonesia @gojekindonesia Min saya sudah email, dm, tapi kok gak ditindaklanjuti?"
"973","Ini knp deh GOPAY pake buat go-tix
pas masukin promo CGV MARCHCGV malah bgini :( @gopayindonesia @gojekindonesia @CGV_ID https://t.co/62GEt5YVfr"
"974","Manajemen @gopayindonesia angkat suara terkait kebijakan 'bakar duit' dengan memberikan diskon dan cashback yang membuat perusahaan belum optimal memonetisasi bisnis.
https://t.co/2aXVn5CpEk"
"975","Sebuah Ajakan kolaborasi @ovo_id @gopayindonesia @Kredit_Kredivo cc: @InfoTwitwor https://t.co/dDdkVODW7v"
"976","@gopayindonesia Berarti kira kira masuk nya besok hari selasa ya?"
"977","@gopayindonesia Min ini saldo gopay saya sudah saya withdraw sejak hari jumat minggu lalu masih belum juga masuk ke atm saya.."
"978","@gopayindonesia min saya withdraw saldo gopay ke atm saya sejak hari jumat kok belum masuk ya?"
"979","Serem amat yaaa.

@gopayindonesia @gojekindonesia https://t.co/G8d0ScHySi"
"980","Minggu ke 3 loh ini @gojekindonesia @gopayindonesia 

Min @TMCPoldaMetro :( can u help.
Or anyone can help~
Lumayan kan saldo gopaynya buat makan <U+0001F604>"
"981","@gojekindonesia Masih aja disuruh ngedm nmr hp sama email <U+0001F62D>
@gojekindonesia @gopayindonesia 
Jangan suruh saya telfon cs lagi ya. Jangan."
"982","Dear @gojekindonesia @gopayindonesia mau sampai kapan akun gojek saya terblokir?"
"983","Oh mungkin besok sudah bisa. 
Mari kita tunggu <U+0001F604>
Btw da kena 20ribuan buat nelfon csnya doang. Kan lumayan 20rb <U+0001F644> bisa tambah2 kuota bulanan.
@gojekindonesia @gopayindonesia"
"984","Telfon csnya pun katanya 2 hari. Ini udh berapa hari :( @gojekindonesia @gopayindonesia"
"985","@gojekindonesia @gopayindonesia 
Sampe besok masih gak bisa. Yaudah deh gapapa. Uninstall aja. Lagipula ga guna juga kan punya akun tapi akunnya keblokir :((((((( https://t.co/dqicOTCJo6"
"986","@alfamart @gopayindonesia Saya jawab via DM"
"987","Promo voucher Gopay @gopayindonesia dan @alfamart Sania 2 Liter di Surabaya ada beberapa Alfamart yg karyawannya ga tau promonya dan ga tau cara transaksi Gopay nya...
Tolong di sosialisasikan"
"988","@gopayindonesia Eskrim Karena Areal Sekitar Permainan Lagi Panas Dan Pada Siang Hari#PakaiGOPAY"
"989","Halo @gopayindonesia, kurang lebih seminggu yang lalu saya membeli makanan dengan gopay di Pocha Cafe Jababeka, Cikarang dgn promo cashback. Tapi hingga hari ini saya belum menerima 20% cashback. Mohon ditindaklanjuti.

Cc @gojekindonesia"
"990","@gopayindonesia halo min. Ngerti deh #unicorn hehehe. Mau ngajak kerjasama sistem integrasi dong, jangan di cuekin yah .. soalnya dah pernah cuit, tp no respon hehehe <U+270C><U+0001F3FB> salam sukses. Thanks"
"991","@gopayindonesia ini kenapa ya ? Tadi mau pesen gotix review bisa, giliran udh topup gopay eh malah kayak gini https://t.co/SjpBfoZxpj"
"992","@GitaG9 @gopayindonesia Gopay gojek git"
"993","Tq @gopayindonesia cashback terooosss <U+0001F602> https://t.co/4gRzpfNRj9"
"994","Tq gotix, promo teroossss <U+0001F605> @gotixindonesia @gopayindonesia https://t.co/3YSFoiPbaf"
"995","@GitaG9 @gopayindonesia Iya di gobills kan ada bayar2 tagihan dll"
"996","Jajanku hari ini (masih) di sponsori @gopayindonesia  <U+0001F601><U+0001F92D> https://t.co/E5lhPJnA3L"
"997","@gopayindonesia tolong bantu saya mau upgrade gopay ko dokumen ditolak. Dan coba lagi ga bisa yah"
"998","@gopayindonesia Oiii ko ga da tanggapan"
"999","@gopayindonesia 087701000036"
"1000","@gopayindonesia Eskrim memang menggoda <U+0001F366> <U+0001F924>
Apalagi siang2 gini"
"1001","Dear @gojekindonesia @gopayindonesia 
Udah bayar listrik sama bpjs tapi gak dapet cashback <U+0001F612> gtu mulu deh

Kaum missqueen tydak terimaaaa!
Aku udah bbrp kali di PHP-in <U+0001F624> https://t.co/BKJjMjS1hh"
"1002","@gopayindonesia es krim hehe 
soalny ada tanda 'GOPAY CASHBACK',klo kopi cashbackny gajelas tu cashback apa haha"
"1003","@gopayindonesia Makan eskrim lalu minumnya kopi"
"1004","@gopayindonesia Kopi"
"1005","@gopayindonesia Jajan es Krim #PakaiGOPAY karena ada cashbacknya. Clue papan pengumuman ""GO-PAY % CASHBACK"""
"1006","Min-Go @gojekindonesia @gopayindonesia ini kenapa ga bisa dipake ya? Udah 3x klik ""pakai"" tetep ga muncul untuk BPJS. Apa emang ga bisa digunakan untuk BPJS? https://t.co/Q1lBLGuEz7"
"1007","@gojekindonesia Akutu kecewanya hiperbol banget pas tauk dikacangin ampe direcehin sama @gopayindonesia dan @gojekindonesia gegara komplain itutu yang diatas. Padahal Pak @PakAjiMumpung udah baek banget kasih give voucher <U+0001F62D><U+0001F62D><U+0001F62D>"
"1008","Beli Martabak Karena Ada promo cashback 30% pakai @gopayindonesia kan, sampai ditempat Jaringan internet @Telkomsel nya gangguan. Menyebalkan <U+0001F643>"
"1009","@gopayindonesia Berjalan Siang Hari difestival kota, enaknya jajan eskrim pakai @gopayindonesia ditambah promo cashback membuat Hari senin Andi Dan Siska menjadi sangat istimewa."
"1010","@gopayindonesia Karena ini kedua kaliny sdh mengalami hal seperti ini, saya pikir bln lalu krn saya sdh prnh melakukan transaksi pembelian listrik jd tdk bisa dpt cashback. Ternyata kali ini sama saja"
"1011","@gopayindonesia Selamat siang, saya barusan beli listrik pakai voucher ini tp kok voucherny tdk terpakai &amp; jadinya tdk dpt cashback padahal langsung saya pilih gunakan voucher. Bulan ini saya jg blum transaksi pembelian listrik lwt go bill. Apakah ada masalah dgn server ato voucherny cmn PHP?"
"1012","@irulzulkifli @gojekindonesia @gopayindonesia Bisa tapi pake qrcode"
"1013","@irulzulkifli @gojekindonesia @gopayindonesia Bisa menerima atau sebaliknya, gitu caranya"
"1014","@irulzulkifli @gojekindonesia @gopayindonesia 1                               2 https://t.co/stBPR8tiD0"
"1015","@irulzulkifli @gojekindonesia @gopayindonesia Sini praktekin ke aku hahaha"
"1016","@your247 @gojekindonesia @gopayindonesia Ga input nomor kek dulu? ada di sebelah mana menunya?"
"1017","Bang @gojekindonesia bagaimana cara transfer @gopayindonesia ke sesama pengguna?"
"1018","@gopayindonesia gopay gk bisa transfer Bank?"
"1019","Kirain mah, tarik tunai gopay @gojekindonesia bisa langsung. Gk tau nya, proses 2 hari. Not recommended ah @gopayindonesia"
"1020","Pengin gaya dengan motif army? Pakai sweatshirt dari RAF Twenty One ini, gengs... bayar pakai @gopayindonesia dapat cashback 30% loh!
#KerenHakSegalaBangsa https://t.co/Tczyb0hdcv"
"1021","Mau gaya kamu sekeren @Adindathomass @fero_walandouw @BuleDepok8? Bisa banget, dan nggak mahal! Apalagi belanja di Ramayana skrg bisa pakai @gopayindonesia. CASHBACK langsung sampai Rp30.000!
#KerenHakSegalaBangsa https://t.co/fN43ex53dg"
"1022","Gila yaa... gw membayangkan di tahun 2012..
Dompet gw berkali-kali hilang dan gw kesulitan dalam membeli makanan dan mau pergi-pergi...
2019, Dompet ketinggalan dirumah..kaya biasa aja, makan dan kemana-mana bayar pake Go-Pay
Thanks Digital Era
@gojekindonesia 
@gopayindonesia"
"1023","@gopayindonesia Tetep aja gak ada respon membantu, saya sudah coba email juga gak ada balasan"
"1024","@gopayindonesia min saya topup gopay mbanking mandiri knp ga masuk yaa"
"1025","@gopayindonesia min mau tanya, tadi dr @ramayanads liat baner gede CASHBABACK 30RB, itu syarat dan ketentuanya apa saja min?"
"1026","@gopayindonesia saya dpt voucher ongkir gofood sdh dr bbrp hr lalu mau dipake selalu error shg belanjaan gak bs dihitung. Itu maksudnya ngasih gak boleh dipake apa gmm y"
"1027","@gopayindonesia kok saya withdraw di gopay udh 2hr masih aja “in process” ya??? parah lama bgt prosessnya"
"1028","@linkaja halo linkaja, saya bayar tiket kereta via linkaja pun ga dapat cashback 4K ini. di promo ada nih. tipu-tipu ya min? kemarin PLN juga ga dapat. email pun dicuekin. kecewa sama pelayanan linkaja. lambat. mending @ovo_id atau @gopayindonesia  deh https://t.co/bCUQnFca8y"
"1029","@akhlishdiaz @gojekindonesia @gopayindonesia emg gitu mas, saya juga pernah withdraw sampe berhari2.
kmaren siang sy top up gopay dan smp pagi ini blm masuk, udh suruh dm ss bukti topup, email registered sm no hp, eh malah ga ada respon.
sgini lama dan ngecewainnya kinerjanya @gojekindonesia :("
"1030","@gopayindonesia kalo di McD koq gak ada cashback ya?
Sedangkan ditempat yg lain ada baik yg 10%/20% 
Kenapa ya?"
"1031","Pesanan gak bisa di cancel, yosshh keringet dingin langsung, untung orang rumah bisa tf duitttt.. gimana kalau kagakkkk.. jadi kapokk pake @gopayindonesia untuk pembayaran. Wkwk ngerii euyy.. bikin malu guee.."
"1032","Thanks @gojekindonesia udah bikin saya malu, heran tiba2 akun  @gopayindonesia saya tidak bisa melakukan pembayaran, dikarnakan kata sandi salah, padahal sudah benar <U+0001F625><U+0001F625>"
"1033","Sekarang donasi bisa pake gopay
Berbuat baik semakin mudah
Ayo peduli sesama &amp; Tebarkan Kebaikan
#WakafProduktif
#globalpeduli #Donasi #SedekahdenganBuku
#DonasiProduktif #AyoSedekah #AyoDonasi
#DonasiituMudah #SedekahProduktif
#Orangbaik
@gopayindonesia #gopayday #gopaypayday https://t.co/UqAT4V2LLk"
"1034","Sekarang donasi bisa pake gopay
Berbuat baik semakin mudah
Ayo peduli sesama &amp; Tebarkan Kebaikan
#WakafProduktif
#globalpeduli #Donasi #SedekahdenganBuku
#DonasiProduktif #AyoSedekah #AyoDonasi
#DonasiituMudah #SedekahProduktif
#Orangbaik
@gopayindonesia #gopayday #gopaypayday https://t.co/cgBFvFneHW"
"1035","Sekarang donasi bisa pake gopay
Berbuat baik semakin mudah
Ayo peduli sesama &amp; Tebarkan Kebaikan
#WakafProduktif
#globalpeduli #Donasi #SedekahdenganBuku
#DonasiProduktif #AyoSedekah #AyoDonasi
#DonasiituMudah #SedekahProduktif
#Orangbaik
@gopayindonesia #gopayday #gopaypayday https://t.co/EDIjCLd4fY"
"1036","Sekarang donasi bisa pake gopay
Berbuat baik semakin mudah
Ayo peduli sesama &amp; Tebarkan Kebaikan
#WakafProduktif
#globalpeduli #Donasi #SedekahdenganBuku
#DonasiProduktif #AyoSedekah #AyoDonasi
#DonasiituMudah #SedekahProduktif
#Orangbaik
@gopayindonesia #gopayday #gopaypayday https://t.co/D4Oo3wo52n"
"1037","Reaksi saya setiap habis bayar pakai @ovo_id atau @gopayindonesia yang ada bonus cashback. https://t.co/JoTxK69yLE"
"1038","@Saukiridwan @gopayindonesia Selamat malam, Family Midi. Sudah kami balas untuk DM-nya. Terimakasih*MT"
"1039","Barusan kata penjaga tokonya gopaynya eror padahal saya scan bisa. Tp kt penjual gopaynya ga masuk ke dia @gopayindonesia https://t.co/5e8ZvmJbRQ"
"1040","Kata penjualnya gopayny ga jalan. Mnrt dia di scan bisa cmn ga masuk ke penjual notifikasinya.mohon confirmnya min.rugi gw g pakai gopay @gojekindonesia #gopaypayday @gopayindonesia https://t.co/cYiZyTQWUX"
"1041","@gopayindonesia Min, tambahin erepublik + managerzone"
"1042","@gopayindonesia Maksimal cashback nya 20 rrebu ya min??"
"1043","@gopayindonesia Pembayaran go-bills untuk tagihan kartu halo apa sedang ada masalah? Saya tidak bisa memproses pembayaran."
"1044","@gopayindonesia dear gopay, saya sebelumnya sudah mendaftar sebagai rekanaan merchant gopay dan sudah berhasil. Untuk mendapatkan promo cashback di toko kami bagaimanakah prosesnya?"
"1045","@gojekindonesia min, aku beli pulsa indosat di go pulsa pake @gopayindonesia sebesar Rp 30.000 dari jam 6.25 pagi kok sampe twit ini ditulis pulsanya belum masuk ya. Padahal saldo udah berkurang."
"1046","@gopayindonesia min, saya mau bayar tagihan listrik pakai go bills, saya sudah masukkan 12 digit id pelanggan, tapi kenapa tagihan saya tidak muncul ya ?"
"1047","@gopayindonesia abis isi gopay banyak kenapa saldo blom masuk <U+0001F62D><U+0001F62D><U+0001F62D> mau cepet2 dipake juga .. Muncul ini pula https://t.co/4xF6eFAgts"
"1048","cek DM please, ada trouble transaksi pake gopay di alfamidi @gopayindonesia @alfamidi_ku"
"1049","@gopayindonesia @gojekindonesia Trm ksh dana sdh ditrima"
"1050","Sy tarik saldo
@gopayindonesia @gojekindonesia
 ke rek bca dr hr rabu kmrn smp skrng kok dana blum ditrima y di rek bca sy. Brp lama y kira2"
"1051","@erickoronaldi @gojekindonesia @gopayindonesia padahal dana mengendap di gopay itu hampir 5 kali lipat bank mandiri. terbayang tidak? and yet the service still this awful"
"1052","@gojekindonesia semoga @gopayindonesia bisa menjadikan ini sebagai evaluasi karena kita sedang menghadapi transisi pasar menuju kpd era yg serba elektronik dan instant. Berhrp kedepan bs menjadi e wallet yg lbh efektif"
"1053","@erickoronaldi @gojekindonesia @gopayindonesia ini kenapa produk2 lokal selalu menghadapi tantangan birokrasi bin administrasi yg membikin tidak produktif."
"1054","@erickoronaldi @gojekindonesia @gopayindonesia anjir serius waduh. kenapa coba. pdhal sdh lebih dr 2 hari ya"
"1055","@erickoronaldi @gojekindonesia @gopayindonesia betul sekali. kenapa bisa serimut itu. sm sekali blm bs efektif"
"1056","@KharisAmiruddin @gopayindonesia @gojekindonesia iya betul sekali. serba cepat dan instant. pembelanjaan bs sangat efektif. sayang sekali PT Karya Anak Bangsa ini"
"1057","transfer duit aja smpe 2 hari! @gojekindonesia @gopayindonesia ga faham sy sm kebijakannya https://t.co/PUsomENsFI"
"1058","@erickoronaldi @gojekindonesia @gopayindonesia yah semoga produk2 d negara kita bs berbenah secepatnya ya. unch unch"
"1059","@erickoronaldi @gojekindonesia @gopayindonesia betul, itu parah uda 5 hr. jd g ngarep jg bakalan diterima dalam waktu dekat. maksdnya kenapa bisa selama itu pengendapan dana di go pay yg suntikannya besar juga dr pemerintah? diputer kemane dl sih tu duit."
"1060","*Ralat @gopayindonesia  vs @ovo_id"
"1061","@gopayindonesia min kode promo go-pulsa 40% apa ya? Tadi sempet muncul tp aplikasi close sendiri jd lupa :)"
"1062","@gopayindonesia min, saya baru withdraw gopay, kira2 masuk ke rekening kapan ya?"
"1063","@zidnikadir @gojekindonesia @gopayindonesia Waduh kok bisa rawan gitu ya <U+0001F631>
Jadi was2 juga nih ma saldo gopay saya <U+0001F628>"
"1064","Lagi males cari makan jauhjauh, akhirnya belok ke nasigoreng deket rumah,dan kaget dong bs bayar pake gopay trs dpt cashback,kukira cuma stiker doang eh pas nanya si bapak jualan beneran bs. Br ketemu ini bs bayar pake gopay d pkl deket rmh. Thx @gopayindonesia  seneng akutuuu https://t.co/FyglGGQ2WC"
"1065","@okierwina_ @gopayindonesia Wahh asikk.. iya loh.. aku makin makin makinnnn gapernh bawa uang cash sekarangg,, cuma agak sedih bli bensin blm bs debit under 50, nah motor mana sampe 50meski isi full,,<U+0001F602>"
"1066","@okierwina_ @gopayindonesia Aku juga pke pertamax, iya bener, trs gopay bs d tarik ke atm lagi.. sama kayak shopeepay,, aku ga pake ovo dr awal sih.. meski dia promonya bikin org ngantri di soursallyy krn cashback 60% <U+0001F602>"
"1067","@olipkenyuwd @gopayindonesia Jl rangkah besar kak olip, biasa aja sih kak rasanya klo di bandingin nasigoreng citra rasa mah kalah jauh hahaha"
"1068","@olipkenyuwd @gopayindonesia Hihihi kebetulan aja kyke,, beberapa tempat makan enak yg pkl bnyk yg blm bergopay.. sayang bgt kann..semoga aja menyusul hihih"
"1069","Halo @gopayindonesia cek dm saya ya, terimakasih <U+0001F64F><U+0001F3FB>"
"1070","@v3_vthree @gopayindonesia Warung e ibuk e muridku jg bsa bayar pake gopay mbak. Padahal warung e cilik kyk warung e mbak yayuk balpem. Smua mudah dg gopay <U+0001F604>"
"1071","@v3_vthree @gopayindonesia Nggowo jirigen mbak <U+0001F923> pertamax pun klo di motorku full nya jg ga nyampe 50rb. Tapi ya enak skrg ya, bsa cashback sisan. Aku prefer gopay timbang ovo. Krna cashbacknya langsung ga lari ke point."
"1072","Jajan gue hari ini @neosohomall    Promo 30K food fair beli di
1. @GoCurry   Nasi Ayam goreng merah free ice tea  Rp 30K 
2. #tonthipnoodle Rp 32K pakai @gopayindonesia  cashback 20% <U+0001F60D>  Rp 25.600 
Total Rp 55.600 https://t.co/JDG2IfUvQi"
"1073","Jajan gue Hari ini @CentralParkMall  Di : 
1. #fuwafuwaworld beli pillowcake Free fuwa stick  Rp 55K
3. @KafeBetawi  nasi unyil Ayam pedas 3 pcs  Rp 66K 
Total Rp 121 K bayar pakai @gopayindonesia cashback 20% Rp 96.800 https://t.co/RkvbsF5Pz8"
"1074","Jajan gue  #kingmango  @neosohomall  beli 
1. Big mango 2 pcs Rp 100K pake Voucher @traveloka   Promo #JOMBLOMANIS bayar cuma Rp 41.482 
2. Royal cheese mango B1 G1 Rp 50K  bayar pakai @gopayindonesia  cashback 20% Rp 40K 
Total Rp 82.482 https://t.co/PoEh7k0xlO"
"1075","Cashback 20% maksimal Rp.20.000 ?? Apaansi @gopayindonesia"
"1076","@gopayindonesia @zidnikadir @gojekindonesia Ikut ngasih masukan dikit.. stiap transaksi yg mggunakan gopay,entah itu gojek,gocar dll agar harus memasukkan PIN gopay agar lebih aman"
"1077","@btssxga @gojekindonesia @gopayindonesia Nah, kl sy kasusnya di go-bills
Rupanya sedang mewabah ini modus begini"
"1078","@gopayindonesia Sdh sy DM"
"1079","@gopayindonesia @akmalfarisi Sama nih, sy juga
Sdh update app sampe yg terbaru"
"1080","@gopayindonesia Sy mau upgrade Go-Pay kok berhari-hari stuck di sini ya https://t.co/IW0rwZbYG3"
"1081","@gopayindonesia min cashback saya dari belanja di alfamart kenapa belum masuk ya?"
"1082","@gopayindonesia bagaimana cara bermitra untuk vinding machine di Purwokerto? Minta info siapa tau bisa jadi mitra saya bersedia"
"1083","@gopayindonesia halo, boleh tolong baca dm dari saya?"
"1084","@gojekindonesia @gopayindonesia Mohon untuk cek dm, ya."
"1085","@gopayindonesia withdraw saya via gopay sudah complete status tp tidak masuk ke rekening saya mohon bantuannya"
"1086","@gopayindonesia sy order brg di https://t.co/BenfClkirn dan menggunakan metode pembayaran gopay. Tp krn sesuatu hal order sy batalkan. Tp saldo gopay udh terpotong. Bgmn solusinya...thanks"
"1087","@gopayindonesia @gojekindonesia Ok sudah, dan belum ada jawaban"
"1088","Please infonya @gojekindonesia @gopayindonesia , thank you https://t.co/cZjVwtutOY"
"1089","@gopayindonesia min, transaksi dengan gopay di alfamart/alfamidi ada waktu online-offlinenya?"
"1090","@LMerariS @gopayindonesia byuh.. lapor aja bang, ngapain nunggu, kalau memang sudah diniatkan buat melaporkan <U+0001F605>
Paling salesnya dipecat, disuspend temporer, dan di-di-di lainnya bang, kan buat go dan sejenisnya konsumen adalah raja.... <U+0001F389><U+0001F389><U+0001F389><U+0001F389><U+0001F389>"
"1091","@LMerariS @gopayindonesia Itu dia bang, tata krama, sopan santun, unggah-ungguh, tepo seliro, seolah-olah sdh ndak ada harganya, makin hilang dalam kehidupan sehari-hari di negara kita. PPKn dan P4 bener² menguap <U+2639><U+FE0F>"
"1092","@serdaduKALONG @gopayindonesia Dia juga makan kan kong, kesian. cmn biar dia bs tau aja tatakrama."
"1093","@gopayindonesia Ok saya sekarang masih tunggu sales anda minta maaf atas kata2 tidak menyenangkan sama tuduhan fraud nya. Jika sales anda tidak melakukan iti maka sy akan laporkan"
"1094","Halo min @gopayindonesia , saya mendapat perkataan tidak nyaman serta ancaman dari salah satu sales anda di lapangan.

Bisa ngadu dan kasih bukti lewat hp ini?"
"1095","@gopayindonesia oya saya juga mau daftar gopay buat merchant saya (masih small medium business) bisa dikasih kontak sales yang waras gak"
"1096","Saya ngeluh cashback gopay saya ga pernah masuk udh dr 3 bulan lalu sampe detik ini ga ada respon bahkan sampe skrg jg semua transaksi saya pakai gopay cashbacknya tidak pernah masuk @gopayindonesia @gojekindonesia"
"1097","Need fast respon cek dm tulung @gopayindonesia"
"1098","Cek dm min @gopayindonesia"
"1099","@absharrahman @gopayindonesia Dm ku ra di bales cen jembut"
"1100","@absharrahman @gopayindonesia dyAAARRR"
"1101","Promo Khayal teruntuk @gopayindonesia , di program PROMO GANTUNG 25/2-3/3/19

Saya melakukan pembelian sesuai ketentuan, tapi hingga 7/3/19 TIDAK MENDAPAT voucher yg konon akan diberikan,

cc : @YLKI_ID https://t.co/RjoV8CTdRG"
"1102","@iqbaldeadly @gopayindonesia dyaaarr"
"1103","@Gopaylndonesiia HAHAHAHAHHAAHA AKUN BODONG MAU NIPU NIH

HAI AKUN ASLI MUNCULLAH @gopayindonesia

cc: @gojekindonesia"
"1104","@ramayanads @gopayindonesia maksimal diskonnya berapa ??"
"1105","Dear @gojekindonesia @gopayindonesia @ovo_id siapa yang bisa menguasai Indomaret, dia yang bakal menang..."
"1106","@gopayindonesia Sudah saya dm.."
"1107","@gopayindonesia 
namun ketika saya cek uang saya malah kembali lg di saldo gopay saya.. mhn bantuannya sekian.. fyi saya melakukan pemindahan lagi di tanggal 5/3/2018.. krn tgl 5 saldo saya balik lagi.."
"1108","@gopayindonesia 
Min mohon bantuan perihal pemindahan saldo gopay saya ke rekening bca saya. Saya sudah melakukan proses pemindahan pada hari jumat dan akan di proses di hari senin tanggal 4/3/2018 dan seharusnya proses selesai di hari rabu tanggal 6/3/2018.."
